Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2022/23

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Söderhamn;2182;Gävleborgs län;21;Enskild;23;13,3;52,2;..;..;
Söderköping;0582;Östergötlands län;05;Samtliga;169;16,8;72,2;10,1;17,8;
Söderköping;0582;Östergötlands län;05;Kommunal;163;16,9;72,4;9,8;17,8;
Söderköping;0582;Östergötlands län;05;Enskild;..;..;..;..;..;
Södertälje;0181;Stockholms län;01;Samtliga;1 214;17,2;63,6;14,3;22,2;
Södertälje;0181;Stockholms län;01;Kommunal;918;17,2;59,0;15,4;25,6;
Södertälje;0181;Stockholms län;01;Enskild;296;17,0;77,7;10,8;11,5;
Sölvesborg;1083;Blekinge län;10;Samtliga;193;16,7;65,8;13,5;20,7;
Sölvesborg;1083;Blekinge län;10;Kommunal;193;16,7;65,8;13,5;20,7;
Tanum;1435;Västra Götalands län;14;Samtliga;156;16,9;61,5;15,4;23,1;
Tanum;1435;Västra Götalands län;14;Kommunal;151;16,9;61,6;15,2;23,2;
Tanum;1435;Västra Götalands län;14;Enskild;..;..;..;..;..;
Tibro;1472;Västra Götalands län;14;Samtliga;122;16,9;72,1;..;..;
Tibro;1472;Västra Götalands län;14;Kommunal;122;16,9;72,1;..;..;
Tidaholm;1498;Västra Götalands län;14;Samtliga;141;17,0;76,6;12,1;11,3;
Tidaholm;1498;Västra Götalands län;14;Kommunal;141;17,0;76,6;12,1;11,3;
Tierp;0360;Uppsala län;03;Samtliga;240;16,7;59,6;11,3;29,2;
Tierp;0360;Uppsala län;03;Kommunal;240;16,7;59,6;11,3;29,2;
Timrå;2262;Västernorrlands län;22;Samtliga;192;17,0;64,1;16,1;19,8;
Timrå;2262;Västernorrlands län;22;Kommunal;192;17,0;64,1;16,1;19,8;
Tingsryd;0763;Kronobergs län;07;Samtliga;142;16,9;65,5;20,4;14,1;
Tingsryd;0763;Kronobergs län;07;Kommunal;133;16,9;65,4;20,3;14,3;
Tingsryd;0763;Kronobergs län;07;Enskild;..;..;..;..;..;
Tjörn;1419;Västra Götalands län;14;Samtliga;177;16,8;63,3;12,4;24,3;
Tjörn;1419;Västra Götalands län;14;Kommunal;177;16,8;63,3;12,4;24,3;
Tomelilla;1270;Skåne län;12;Samtliga;154;16,7;73,4;11,0;15,6;
Tomelilla;1270;Skåne län;12;Kommunal;134;16,6;70,9;11,9;17,2;
Tomelilla;1270;Skåne län;12;Enskild;20;17,0;~100;..;..;
Torsby;1737;Värmlands län;17;Samtliga;121;17,0;65,3;11,6;23,1;
Torsby;1737;Värmlands län;17;Kommunal;121;17,0;65,3;11,6;23,1;
Torsås;0834;Kalmar län;08;Samtliga;73;16,9;61,6;19,2;19,2;
Torsås;0834;Kalmar län;08;Kommunal;73;16,9;61,6;19,2;19,2;
Tranemo;1452;Västra Götalands län;14;Samtliga;141;16,9;68,1;11,3;20,6;
Tranemo;1452;Västra Götalands län;14;Kommunal;141;16,9;68,1;11,3;20,6;
Tranås;0687;Jönköpings län;06;Samtliga;216;16,7;73,1;11,1;15,7;
Tranås;0687;Jönköpings län;06;Kommunal;207;16,9;73,9;11,1;15,0;
Tranås;0687;Jönköpings län;06;Enskild;..;..;..;..;..;
Trelleborg;1287;Skåne län;12;Samtliga;567;17,1;60,3;10,4;29,3;
Trelleborg;1287;Skåne län;12;Kommunal;468;17,0;59,8;10,3;29,9;
Trelleborg;1287;Skåne län;12;Enskild;99;17,2;62,6;11,1;26,3;
Trollhättan;1488;Västra Götalands län;14;Samtliga;761;17,0;63,1;11,3;25,6;
Trollhättan;1488;Västra Götalands län;14;Kommunal;627;17,0;64,6;10,8;24,6;
Trollhättan;1488;Västra Götalands län;14;Enskild;134;16,9;56,0;13,4;30,6;
Trosa;0488;Södermanlands län;04;Samtliga;199;17,0;74,9;11,1;14,1;
Trosa;0488;Södermanlands län;04;Kommunal;199;17,0;74,9;11,1;14,1;
Tyresö;0138;Stockholms län;01;Samtliga;726;16,9;73,4;10,3;16,3;
Tyresö;0138;Stockholms län;01;Kommunal;532;16,9;73,3;10,5;16,2;
Tyresö;0138;Stockholms län;01;Enskild;194;17,0;73,7;9,8;16,5;
Täby;0160;Stockholms län;01;Samtliga;1 317;16,7;83,5;6,5;9,9;
Täby;0160;Stockholms län;01;Kommunal;578;16,5;85,6;6,6;7,8;
Täby;0160;Stockholms län;01;Enskild;739;16,8;81,9;6,5;11,6;
Töreboda;1473;Västra Götalands län;14;Samtliga;96;16,8;64,6;..;..;
Töreboda;1473;Västra Götalands län;14;Kommunal;84;16,8;63,1;..;..;
Töreboda;1473;Västra Götalands län;14;Enskild;12;16,8;..;..;..;
Uddevalla;1485;Västra Götalands län;14;Samtliga;770;16,9;69,2;11,6;19,2;
Uddevalla;1485;Västra Götalands län;14;Kommunal;685;17,1;69,6;11,2;19,1;
Uddevalla;1485;Västra Götalands län;14;Enskild;85;15,5;65,9;14,1;20,0;
Ulricehamn;1491;Västra Götalands län;14;Samtliga;290;17,1;72,4;10,7;16,9;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;282;17,1;72,3;10,3;17,4;
Ulricehamn;1491;Västra Götalands län;14;Enskild;..;..;..;..;.;
Umeå;2480;Västerbottens län;24;Samtliga;1 449;16,2;80,6;8,2;11,2;
Umeå;2480;Västerbottens län;24;Kommunal;1 148;16,4;80,5;8,3;11,2;
Umeå;2480;Västerbottens län;24;Enskild;301;15,4;81,1;8,0;11,0;
Upplands Väsby;0114;Stockholms län;01;Samtliga;556;14,6;64,6;9,0;26,4;
Upplands Väsby;0114;Stockholms län;01;Kommunal;281;14,9;52,3;8,5;39,1;
Upplands Väsby;0114;Stockholms län;01;Enskild;275;14,3;77,1;9,5;13,5;
Upplands-Bro;0139;Stockholms län;01;Samtliga;413;16,7;66,8;12,8;20,3;
Upplands-Bro;0139;Stockholms län;01;Kommunal;362;16,6;64,9;13,3;21,8;
Upplands-Bro;0139;Stockholms län;01;Enskild;51;17,1;80,4;..;..;
Uppsala;0380;Uppsala län;03;Samtliga;2 776;16,7;75,9;8,5;15,6;
Uppsala;0380;Uppsala län;03;Kommunal;2 077;16,9;73,9;9,0;17,1;
Uppsala;0380;Uppsala län;03;Enskild;699;16,1;82,0;7,0;11,0;
Uppvidinge;0760;Kronobergs län;07;Samtliga;113;17,0;69,9;12,4;17,7;
Uppvidinge;0760;Kronobergs län;07;Kommunal;102;17,0;68,6;11,8;19,6;
Uppvidinge;0760;Kronobergs län;07;Enskild;11;16,9;..;..;.;
Vadstena;0584;Östergötlands län;05;Samtliga;64;16,9;79,7;..;..;
Vadstena;0584;Östergötlands län;05;Kommunal;64;16,9;79,7;..;..;
Vaggeryd;0665;Jönköpings län;06;Samtliga;190;16,8;58,9;15,3;25,8;
Vaggeryd;0665;Jönköpings län;06;Kommunal;180;16,8;57,8;15,6;26,7;
Vaggeryd;0665;Jönköpings län;06;Enskild;10;17,0;..;..;..;
Valdemarsvik;0563;Östergötlands län;05;Samtliga;58;15,9;60,3;..;..;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;48;15,8;58,3;..;..;
Valdemarsvik;0563;Östergötlands län;05;Enskild;10;16,8;..;..;.;
Vallentuna;0115;Stockholms län;01;Samtliga;516;15,9;79,3;6,4;14,3;
Vallentuna;0115;Stockholms län;01;Kommunal;400;16,9;81,0;5,5;13,5;
Vallentuna;0115;Stockholms län;01;Enskild;116;12,6;73,3;9,5;17,2;
Vansbro;2021;Dalarnas län;20;Samtliga;71;16,8;53,5;18,3;28,2;
Vansbro;2021;Dalarnas län;20;Kommunal;68;16,9;52,9;19,1;27,9;
Vansbro;2021;Dalarnas län;20;Enskild;..;..;..;.;..;
Vara;1470;Västra Götalands län;14;Samtliga;204;16,4;74,5;12,7;12,7;
Vara;1470;Västra Götalands län;14;Kommunal;188;16,3;72,9;13,3;13,8;
Vara;1470;Västra Götalands län;14;Enskild;16;17,0;~100;..;.;
Varberg;1383;Hallands län;13;Samtliga;858;16,5;71,2;10,0;18,8;
Varberg;1383;Hallands län;13;Kommunal;792;16,4;70,6;10,0;19,4;
Varberg;1383;Hallands län;13;Enskild;66;17,0;78,8;..;..;
Vaxholm;0187;Stockholms län;01;Samtliga;172;16,9;90,7;..;..;
Vaxholm;0187;Stockholms län;01;Kommunal;170;17,0;90,6;..;..;
Vaxholm;0187;Stockholms län;01;Enskild;..;..;..;.;.;
Vellinge;1233;Skåne län;12;Samtliga;554;15,8;88,1;5,4;6,5;
Vellinge;1233;Skåne län;12;Kommunal;376;16,0;88,0;5,1;6,9;
Vellinge;1233;Skåne län;12;Enskild;178;15,5;88,2;6,2;5,6;
Vetlanda;0685;Jönköpings län;06;Samtliga;359;17,0;64,1;13,1;22,8;
Vetlanda;0685;Jönköpings län;06;Kommunal;344;17,0;64,8;13,4;21,8;
Vetlanda;0685;Jönköpings län;06;Enskild;15;17,3;..;..;..;
Vilhelmina;2462;Västerbottens län;24;Samtliga;63;16,3;60,3;..;..;
Vilhelmina;2462;Västerbottens län;24;Kommunal;57;16,2;59,6;..;..;
Vilhelmina;2462;Västerbottens län;24;Enskild;..;..;..;.;..;
Vimmerby;0884;Kalmar län;08;Samtliga;177;17,0;78,0;9,6;12,4;
Vimmerby;0884;Kalmar län;08;Kommunal;177;17,0;78,0;9,6;12,4;
Vindeln;2404;Västerbottens län;24;Samtliga;57;16,8;66,7;..;..;
Vindeln;2404;Västerbottens län;24;Kommunal;57;16,8;66,7;..;..;
Vingåker;0428;Södermanlands län;04;Samtliga;95;16,9;65,3;10,5;24,2;
Vingåker;0428;Södermanlands län;04;Kommunal;92;17,0;64,1;10,9;25,0;
Vingåker;0428;Södermanlands län;04;Enskild;..;..;..;.;.;
Vårgårda;1442;Västra Götalands län;14;Samtliga;140;16,8;64,3;11,4;24,3;
Vårgårda;1442;Västra Götalands län;14;Kommunal;140;16,8;64,3;11,4;24,3;
Vänersborg;1487;Västra Götalands län;14;Samtliga;502;15,8;66,9;11,0;22,1;
Vänersborg;1487;Västra Götalands län;14;Kommunal;427;16,5;66,0;10,3;23,7;
Vänersborg;1487;Västra Götalands län;14;Enskild;75;11,9;72,0;14,7;13,3;
Vännäs;2460;Västerbottens län;24;Samtliga;121;16,7;75,2;10,7;14,0;
Vännäs;2460;Västerbottens län;24;Kommunal;117;16,8;76,1;10,3;13,7;
Vännäs;2460;Västerbottens län;24;Enskild;..;..;..;..;..;
Värmdö;0120;Stockholms län;01;Samtliga;520;16,8;75,0;8,5;16,5;
Värmdö;0120;Stockholms län;01;Kommunal;405;16,7;69,6;9,9;20,5;
Värmdö;0120;Stockholms län;01;Enskild;115;17,0;93,9;..;..;
Värnamo;0683;Jönköpings län;06;Samtliga;433;17,1;69,1;11,3;19,6;
Värnamo;0683;Jönköpings län;06;Kommunal;433;17,1;69,1;11,3;19,6;
Västervik;0883;Kalmar län;08;Samtliga;398;16,5;67,3;11,8;20,9;
Västervik;0883;Kalmar län;08;Kommunal;388;16,5;66,8;11,9;21,4;
Västervik;0883;Kalmar län;08;Enskild;10;17,1;..;..;.;
Västerås;1980;Västmanlands län;19;Samtliga;1 864;16,4;69,7;11,8;18,5;
Västerås;1980;Västmanlands län;19;Kommunal;1 324;16,3;69,0;11,5;19,6;
Västerås;1980;Västmanlands län;19;Enskild;540;16,6;71,5;12,6;15,9;
Växjö;0780;Kronobergs län;07;Samtliga;1 209;16,9;70,3;9,8;19,9;
Växjö;0780;Kronobergs län;07;Kommunal;1 011;16,9;71,4;8,6;20,0;
Växjö;0780;Kronobergs län;07;Enskild;198;16,9;64,6;16,2;19,2;
Ydre;0512;Östergötlands län;05;Samtliga;40;12,0;82,5;..;..;
Ydre;0512;Östergötlands län;05;Kommunal;40;12,0;82,5;..;..;
Ystad;1286;Skåne län;12;Samtliga;378;17,0;75,4;8,7;15,9;
Ystad;1286;Skåne län;12;Kommunal;288;17,0;74,3;10,1;15,6;
Ystad;1286;Skåne län;12;Enskild;90;16,9;78,9;..;..;
Åmål;1492;Västra Götalands län;14;Samtliga;150;16,9;60,0;15,3;24,7;
Åmål;1492;Västra Götalands län;14;Kommunal;128;16,9;57,0;16,4;26,6;
Åmål;1492;Västra Götalands län;14;Enskild;22;17,0;77,3;..;..;
Ånge;2260;Västernorrlands län;22;Samtliga;84;14,4;67,9;..;..;
Ånge;2260;Västernorrlands län;22;Kommunal;74;14,8;66,2;..;..;
Ånge;2260;Västernorrlands län;22;Enskild;10;11,8;..;..;..;
Åre;2321;Jämtlands län;23;Samtliga;165;17,0;79,4;6,7;13,9;
Åre;2321;Jämtlands län;23;Kommunal;165;17,0;79,4;6,7;13,9;
Årjäng;1765;Värmlands län;17;Samtliga;122;16,9;66,4;15,6;18,0;
Årjäng;1765;Värmlands län;17;Kommunal;120;16,9;65,8;15,8;18,3;
Årjäng;1765;Värmlands län;17;Enskild;..;..;..;.;.;
Åsele;2463;Västerbottens län;24;Samtliga;17;16,9;70,6;..;..;
Åsele;2463;Västerbottens län;24;Kommunal;17;16,9;70,6;..;..;
Åstorp;1277;Skåne län;12;Samtliga;220;17,0;53,6;16,8;29,5;
Åstorp;1277;Skåne län;12;Kommunal;220;17,0;53,6;16,8;29,5;
Åtvidaberg;0561;Östergötlands län;05;Samtliga;93;16,8;54,8;14,0;31,2;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;93;16,8;54,8;14,0;31,2;
Älmhult;0765;Kronobergs län;07;Samtliga;216;17,0;68,5;12,0;19,4;
Älmhult;0765;Kronobergs län;07;Kommunal;176;17,0;68,2;10,8;21,0;
Älmhult;0765;Kronobergs län;07;Enskild;40;17,0;70,0;..;..;
Älvdalen;2039;Dalarnas län;20;Samtliga;84;12,9;71,4;..;..;
Älvdalen;2039;Dalarnas län;20;Kommunal;84;12,9;71,4;..;..;
Älvkarleby;0319;Uppsala län;03;Samtliga;113;16,9;65,5;14,2;20,4;
Älvkarleby;0319;Uppsala län;03;Kommunal;75;16,9;77,3;..;..;
Älvkarleby;0319;Uppsala län;03;Enskild;38;16,9;42,1;31,6;26,3;
Älvsbyn;2560;Norrbottens län;25;Samtliga;89;16,9;69,7;..;..;
Älvsbyn;2560;Norrbottens län;25;Kommunal;89;16,9;69,7;..;..;
Ängelholm;1292;Skåne län;12;Samtliga;558;16,0;74,0;8,4;17,6;
Ängelholm;1292;Skåne län;12;Kommunal;548;15,9;73,9;8,6;17,5;
Ängelholm;1292;Skåne län;12;Enskild;10;16,9;..;.;..;
Öckerö;1407;Västra Götalands län;14;Samtliga;170;16,3;73,5;7,6;18,8;
Öckerö;1407;Västra Götalands län;14;Kommunal;149;16,9;73,8;8,1;18,1;
Öckerö;1407;Västra Götalands län;14;Enskild;21;11,7;71,4;..;..;
Ödeshög;0509;Östergötlands län;05;Samtliga;51;16,9;60,8;..;..;
Ödeshög;0509;Östergötlands län;05;Kommunal;51;16,9;60,8;..;..;
Örebro;1880;Örebro län;18;Samtliga;1 954;16,5;71,1;10,8;18,1;
Örebro;1880;Örebro län;18;Kommunal;1 402;16,6;66,1;12,3;21,5;
Örebro;1880;Örebro län;18;Enskild;552;16,4;83,9;6,9;9,2;
Örkelljunga;1257;Skåne län;12;Samtliga;98;16,3;61,2;..;..;
Örkelljunga;1257;Skåne län;12;Kommunal;90;16,2;61,1;..;..;
Örkelljunga;1257;Skåne län;12;Enskild;..;..;..;.;..;
Örnsköldsvik;2284;Västernorrlands län;22;Samtliga;703;16,9;71,4;10,2;18,3;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;679;16,9;71,6;10,0;18,4;
Örnsköldsvik;2284;Västernorrlands län;22;Enskild;24;16,5;66,7;..;..;
Östersund;2380;Jämtlands län;23;Samtliga;777;15,5;70,1;12,5;17,4;
Östersund;2380;Jämtlands län;23;Kommunal;595;16,2;69,1;12,9;18,0;
Östersund;2380;Jämtlands län;23;Enskild;182;13,2;73,6;11,0;15,4;
Österåker;0117;Stockholms län;01;Samtliga;563;16,6;73,7;11,0;15,3;
Österåker;0117;Stockholms län;01;Kommunal;443;16,5;73,1;11,3;15,6;
Österåker;0117;Stockholms län;01;Enskild;120;17,0;75,8;10,0;14,2;
Östhammar;0382;Uppsala län;03;Samtliga;254;16,9;68,1;12,6;19,3;
Östhammar;0382;Uppsala län;03;Kommunal;254;16,9;68,1;12,6;19,3;
Östra Göinge;1256;Skåne län;12;Samtliga;188;17,1;57,4;14,4;28,2;
Östra Göinge;1256;Skåne län;12;Kommunal;177;17,1;59,9;14,7;25,4;
Östra Göinge;1256;Skåne län;12;Enskild;11;16,8;..;..;..;
Överkalix;2513;Norrbottens län;25;Samtliga;23;14,7;56,5;..;..;
Överkalix;2513;Norrbottens län;25;Kommunal;17;13,8;..;..;..;
Överkalix;2513;Norrbottens län;25;Enskild;..;..;..;..;..;
Övertorneå;2518;Norrbottens län;25;Samtliga;47;11,7;57,4;..;..;
Övertorneå;2518;Norrbottens län;25;Kommunal;40;11,8;55,0;..;..;
Övertorneå;2518;Norrbottens län;25;Enskild;..;..;..;..;.;

Rapportbeskrivning och definitioner etc.  
 
Samtliga uppgifter avser elever i skolor med betyg enligt det mål- och kunskapsrelaterade betygssystemet.

OBS! Måtten som visar andel som fått godkänt betyg (A-E) i alla ämnen och andel som inte fått A-E i ett, 
flera eller alla ämnen är inte direkt jämförbara mellan län, kommuner, huvudmän eller skolenheter.
Läs mer om måttens jämförbarhet i analysstödet.

Observera att uppgifter från och med läsåret 2023/24 dubbelprickas om de baseras på färre än 10 elever på skolenhetsnivå
respektive färre än 5 elever på riks-, läns, kommun- eller huvudmannanivå. Då visas två prickar (..) i stället för utfall.
Tidigare läsår dubbelprickas uppgifter på alla summeringsnivåer om de baseras på färre än 10 elever.	
Om enbart en av andelsuppgifterna dubbelprickas, prickas även den andelsuppgift som baseras
på näst lägst antal elever. Detta för att det inte ska vara möjligt att räkna fram ett värde utifrån övriga värden.
Om antalet som ej fått godkänt betyg (A-E) är färre än 5 elever, så visas andelen som fått A-E som ~100.
Om data saknas visas en prick (.) istället för utfall. 
 

Antal elever;Antal elever som fått eller skulle ha fått betyg. Avser elever med betyg A-F, streck eller anpassad studiegång.;
Antal ämnesbetyg (genomsnitt);Genomsnittligt antal ämnesbetyg eleverna ska ha fått betyg i enligt ordinarie undervisning.;
;Avser ämnen där eleverna  har betyg A-F, streck eller anpassad studiegång. För elever som har;
;fått ämnesövergripande undervisning i NO- och/eller SO-ämnen med blockbetyg, ingår det som ett betyg.;
Andel (%) elever som fått godkänt betyg i alla ämnen;Andel elever med godkänt betyg (A-E) i alla ämnen som respektive elev enligt uppgift har eller ska ha läst.;
;Andelen beräknas utifrån elever med betyg A-F, streck eller anpassad studiegång. För elever som har fått ;
;ämnesövergripande undervisning i NO- och/eller SO-ämnen med blockbetyg, ingår det som ett betyg.;
Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel elever som saknade godkänt betyg i ett ämne. Detta innefattar elever med F, streck eller anpassad;
;studiegång i ett ämne. Andelen beräknas utifrån elever med betyg A-F, streck eller anpassad studiegång.;
;Elever som enbart läst ett ämne ingår inte. För elever som har fått ämnesövergripande undervisning i NO-;
;och/eller SO-ämnen med blockbetyg, ingår det som ett betyg.;
Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;Andel elever som saknade godkänt betyg i flera eller alla ämnen. Andelen beräknas utifrån elever med betyg A-F,;
;streck eller anpassad studiegång. För elever som har fått ämnesövergripande undervisning i NO- och/eller SO- ;
;ämnen med blockbetyg, ingår det som ett betyg.;



